train_no,train_name,source,destination,day_of_week,is_weekend,distance_km,weather,congestion,historical_avg_delay,technical_issue,signal_issue,delay_minutes
22439,Vande Bharat Express,Chennai Central,Lucknow NR,2,0,588,Heavy Rain,Low,23.1,0,0,37.2
12259,Sealdah Duronto Express,Nagpur Jn,Surat,5,1,1666,Heavy Rain,Medium,0.4,0,0,60.2
12951,Mumbai Rajdhani Express,Howrah Jn,Mughal Sarai,3,0,1268,Clear,Medium,22.9,0,0,34.3
12723,Telangana Express,Howrah Jn,Nagpur Jn,2,0,1510,Light Rain,Low,4.2,0,0,27.4
12723,Telangana Express,Howrah Jn,Nagpur Jn,1,0,1761,Light Rain,Medium,14.2,0,0,27.1
12903,Golden Temple Mail,Patna Jn,Lucknow NR,0,0,1980,Fog,Low,18.8,0,0,66.9
12723,Telangana Express,Bhopal Jn,Patna Jn,2,0,1818,Clear,Medium,39.6,0,0,43.4
12723,Telangana Express,Nagpur Jn,Bhopal Jn,4,0,1889,Clear,Low,15.5,0,0,28.8
12259,Sealdah Duronto Express,Chennai Central,Kanpur Central,5,1,1132,Heavy Rain,Low,24.7,0,0,57.6
12259,Sealdah Duronto Express,Bhopal Jn,Howrah Jn,1,0,2086,Clear,Medium,5.4,0,1,85.5
12009,Shatabdi Express,Chennai Central,Vadodara Jn,4,0,1456,Clear,High,11.0,0,0,38.8
12301,Howrah Rajdhani Express,Mumbai Central,Vadodara Jn,6,1,837,Light Rain,Medium,28.4,0,0,35.8
12951,Mumbai Rajdhani Express,Kanpur Central,Vijayawada Jn,1,0,1788,Storm,Medium,0.0,0,0,57.3
12259,Sealdah Duronto Express,Patna Jn,Nagpur Jn,2,0,689,Light Rain,Medium,36.5,0,0,40.2
12471,Swaraj Express,Ajmer Jn,Surat,1,0,1906,Clear,Low,24.4,0,0,29.7
12951,Mumbai Rajdhani Express,New Delhi,Bhopal Jn,1,0,1496,Heavy Rain,Medium,10.2,0,0,69.5
12471,Swaraj Express,Kota Jn,Lucknow NR,1,0,975,Fog,Low,18.6,0,0,48.3
12259,Sealdah Duronto Express,Mughal Sarai,Ajmer Jn,6,1,796,Heavy Rain,Low,8.0,0,0,42.2
12259,Sealdah Duronto Express,Bhopal Jn,Ajmer Jn,4,0,330,Light Rain,Low,18.3,1,0,75.5
12301,Howrah Rajdhani Express,Nagpur Jn,Bhopal Jn,3,0,1934,Clear,Low,20.4,0,0,23.4
12903,Golden Temple Mail,Nagpur Jn,Howrah Jn,0,0,1379,Clear,High,9.3,0,0,35.0
12903,Golden Temple Mail,Vijayawada Jn,Chennai Central,6,1,1468,Heavy Rain,Low,8.4,0,0,53.4
12259,Sealdah Duronto Express,New Delhi,Ajmer Jn,6,1,877,Clear,Medium,18.9,0,0,36.8
12723,Telangana Express,Vijayawada Jn,Nagpur Jn,3,0,1666,Light Rain,High,0.0,1,0,78.7
12301,Howrah Rajdhani Express,Vijayawada Jn,Mumbai Central,4,0,1837,Storm,Medium,17.2,0,0,70.9
12951,Mumbai Rajdhani Express,Surat,Howrah Jn,5,1,694,Light Rain,High,39.0,0,0,68.9
12301,Howrah Rajdhani Express,Nagpur Jn,Howrah Jn,1,0,1680,Storm,Low,33.4,0,1,80.2
12723,Telangana Express,Lucknow NR,Patna Jn,2,0,604,Light Rain,Medium,13.8,1,0,96.1
12259,Sealdah Duronto Express,Kanpur Central,Howrah Jn,4,0,1172,Storm,Low,1.2,0,0,54.2
22439,Vande Bharat Express,Surat,New Delhi,4,0,524,Clear,Low,16.8,0,0,27.1
12903,Golden Temple Mail,Patna Jn,Vijayawada Jn,5,1,153,Clear,Medium,18.5,0,0,39.1
12471,Swaraj Express,Howrah Jn,Vijayawada Jn,4,0,2045,Light Rain,High,12.1,0,0,65.1
12723,Telangana Express,Kota Jn,Vadodara Jn,5,1,1537,Heavy Rain,High,0.0,0,0,61.1
12301,Howrah Rajdhani Express,New Delhi,Vijayawada Jn,5,1,1717,Light Rain,Medium,3.6,0,0,55.7
12259,Sealdah Duronto Express,Howrah Jn,Vijayawada Jn,4,0,988,Clear,Low,17.6,0,0,15.6
12723,Telangana Express,Lucknow NR,Kota Jn,4,0,2141,Clear,Medium,19.3,0,0,44.6
12723,Telangana Express,Bhopal Jn,Mughal Sarai,2,0,192,Clear,High,18.4,0,0,41.8
12626,Kerala Express,Kota Jn,Mumbai Central,3,0,2029,Storm,Low,5.5,0,0,62.0
12301,Howrah Rajdhani Express,Lucknow NR,Surat,3,0,1332,Heavy Rain,Medium,20.2,0,0,62.2
12951,Mumbai Rajdhani Express,Ajmer Jn,Vijayawada Jn,0,0,554,Clear,Medium,11.9,0,0,29.5
12903,Golden Temple Mail,Bhopal Jn,Patna Jn,1,0,961,Heavy Rain,Medium,12.9,0,0,55.1
12951,Mumbai Rajdhani Express,Kanpur Central,Ajmer Jn,3,0,841,Clear,Medium,29.4,0,0,37.3
12009,Shatabdi Express,Delhi Junction,Surat,2,0,389,Clear,Medium,12.5,0,0,29.8
12301,Howrah Rajdhani Express,Kanpur Central,Lucknow NR,5,1,2195,Light Rain,High,1.2,0,0,68.6
12471,Swaraj Express,Howrah Jn,Mumbai Central,5,1,766,Light Rain,High,21.6,0,0,60.6
12723,Telangana Express,Nagpur Jn,Kanpur Central,0,0,1213,Heavy Rain,Medium,0.0,1,0,90.0
12903,Golden Temple Mail,Ajmer Jn,Lucknow NR,2,0,909,Fog,Medium,21.8,0,0,72.0
12259,Sealdah Duronto Express,Mumbai Central,New Delhi,3,0,776,Clear,Medium,2.8,0,0,17.0
12009,Shatabdi Express,Bhopal Jn,Surat,4,0,2145,Clear,High,7.3,0,0,65.9
12009,Shatabdi Express,Nagpur Jn,Bhopal Jn,4,0,194,Clear,Low,1.6,0,0,0.7
12471,Swaraj Express,Vijayawada Jn,Lucknow NR,1,0,1669,Clear,Low,0.0,0,0,21.2
12626,Kerala Express,Patna Jn,Howrah Jn,6,1,1374,Heavy Rain,Low,34.3,0,0,56.3
12626,Kerala Express,Nagpur Jn,Surat,2,0,572,Clear,High,43.2,0,0,50.0
12009,Shatabdi Express,Vijayawada Jn,Patna Jn,4,0,1576,Storm,Low,28.6,0,0,46.0
12009,Shatabdi Express,Lucknow NR,Mumbai Central,6,1,1054,Clear,Medium,18.0,0,0,31.1
12259,Sealdah Duronto Express,Mumbai Central,Delhi Junction,0,0,1562,Clear,Medium,33.3,0,0,41.2
12841,Coromandel Express,Ajmer Jn,Mughal Sarai,5,1,471,Heavy Rain,Low,24.6,0,0,34.6
12723,Telangana Express,Ajmer Jn,Mumbai Central,4,0,329,Clear,High,27.2,1,0,82.0
12951,Mumbai Rajdhani Express,Vijayawada Jn,Surat,1,0,1920,Storm,Low,23.2,0,0,64.4
12301,Howrah Rajdhani Express,Chennai Central,Kota Jn,3,0,1191,Heavy Rain,Low,15.6,0,0,40.9
12009,Shatabdi Express,New Delhi,Mumbai Central,4,0,987,Light Rain,Medium,32.8,0,0,48.6
12009,Shatabdi Express,Chennai Central,Mughal Sarai,5,1,1284,Fog,Medium,13.2,0,0,66.7
12259,Sealdah Duronto Express,Ajmer Jn,Delhi Junction,6,1,1582,Clear,High,0.0,0,0,55.0
12903,Golden Temple Mail,Howrah Jn,Chennai Central,1,0,1530,Light Rain,Medium,25.3,1,1,105.5
12471,Swaraj Express,Bhopal Jn,Chennai Central,4,0,1503,Clear,Low,28.7,0,0,34.7
12301,Howrah Rajdhani Express,Nagpur Jn,Kota Jn,5,1,1614,Light Rain,Low,12.6,1,0,68.4
12301,Howrah Rajdhani Express,Delhi Junction,Mughal Sarai,0,0,427,Light Rain,Medium,27.8,0,0,43.8
12951,Mumbai Rajdhani Express,Ajmer Jn,Bhopal Jn,1,0,1541,Light Rain,High,14.7,0,0,58.1
12723,Telangana Express,Howrah Jn,Kota Jn,6,1,327,Light Rain,High,10.4,0,0,31.6
12951,Mumbai Rajdhani Express,Kota Jn,Mughal Sarai,5,1,1931,Clear,Low,19.7,0,0,41.2
12951,Mumbai Rajdhani Express,Lucknow NR,Ajmer Jn,3,0,933,Clear,Low,23.4,0,0,22.7
12471,Swaraj Express,Nagpur Jn,New Delhi,4,0,1375,Clear,Medium,36.4,0,0,40.1
12951,Mumbai Rajdhani Express,Howrah Jn,Ajmer Jn,5,1,317,Storm,High,8.6,0,0,66.8
12951,Mumbai Rajdhani Express,Surat,Mumbai Central,5,1,1014,Heavy Rain,Low,39.8,0,0,54.2
12009,Shatabdi Express,Ajmer Jn,Delhi Junction,1,0,1511,Light Rain,High,6.7,0,0,51.1
12301,Howrah Rajdhani Express,Mughal Sarai,Patna Jn,6,1,291,Light Rain,High,13.4,0,0,43.1
12903,Golden Temple Mail,Mughal Sarai,Kota Jn,4,0,460,Clear,Medium,4.4,0,0,19.8
12471,Swaraj Express,Surat,Howrah Jn,1,0,226,Clear,High,40.2,0,0,41.8
12471,Swaraj Express,Mughal Sarai,Howrah Jn,4,0,469,Clear,Medium,32.6,0,0,30.6
12259,Sealdah Duronto Express,Kanpur Central,Kota Jn,4,0,1814,Heavy Rain,Medium,0.0,0,0,49.9
22439,Vande Bharat Express,New Delhi,Nagpur Jn,6,1,2052,Fog,Low,10.1,0,0,65.9
22439,Vande Bharat Express,New Delhi,Mughal Sarai,0,0,598,Heavy Rain,Medium,30.5,0,0,62.4
12841,Coromandel Express,Kota Jn,Surat,3,0,2156,Clear,Medium,29.9,0,0,45.2
12301,Howrah Rajdhani Express,Kanpur Central,Chennai Central,2,0,637,Clear,Low,24.0,0,0,27.1
22439,Vande Bharat Express,Surat,Mumbai Central,0,0,798,Heavy Rain,Medium,19.0,0,0,56.7
12723,Telangana Express,Ajmer Jn,Vijayawada Jn,5,1,735,Fog,Low,15.6,0,0,49.4
12626,Kerala Express,Patna Jn,Kanpur Central,5,1,2049,Clear,Medium,9.2,0,0,43.7
12009,Shatabdi Express,Ajmer Jn,Chennai Central,6,1,325,Clear,Medium,16.8,0,0,28.4
12951,Mumbai Rajdhani Express,Chennai Central,Mughal Sarai,0,0,323,Storm,Medium,19.0,0,0,30.4
12259,Sealdah Duronto Express,Howrah Jn,Patna Jn,2,0,887,Clear,Low,28.1,0,0,26.0
12951,Mumbai Rajdhani Express,Surat,Howrah Jn,6,1,1537,Heavy Rain,Low,12.9,0,0,48.9
12841,Coromandel Express,Lucknow NR,Bhopal Jn,5,1,1566,Clear,Medium,24.6,1,0,97.8
12009,Shatabdi Express,Mumbai Central,Lucknow NR,0,0,652,Heavy Rain,High,13.9,0,0,55.3
12259,Sealdah Duronto Express,Bhopal Jn,Vijayawada Jn,3,0,1401,Heavy Rain,Low,27.5,0,0,41.4
12009,Shatabdi Express,Ajmer Jn,Patna Jn,4,0,979,Fog,Medium,27.1,0,0,80.6
12009,Shatabdi Express,Lucknow NR,New Delhi,2,0,813,Clear,Low,23.0,0,0,12.2
12626,Kerala Express,Mughal Sarai,Vijayawada Jn,5,1,1767,Heavy Rain,High,10.4,0,0,87.4
12259,Sealdah Duronto Express,Chennai Central,Howrah Jn,4,0,2066,Clear,Low,10.0,0,0,30.6
12009,Shatabdi Express,Chennai Central,Lucknow NR,3,0,1423,Light Rain,Medium,0.4,0,0,40.4
12951,Mumbai Rajdhani Express,Mumbai Central,Howrah Jn,5,1,2161,Light Rain,Low,27.8,0,0,53.8
22439,Vande Bharat Express,Kanpur Central,Patna Jn,1,0,2131,Clear,High,12.0,0,0,46.3
12301,Howrah Rajdhani Express,Kota Jn,Howrah Jn,6,1,977,Clear,Medium,13.8,0,0,26.4
12301,Howrah Rajdhani Express,Kota Jn,Delhi Junction,1,0,511,Storm,Low,33.8,0,0,46.2
12301,Howrah Rajdhani Express,Chennai Central,New Delhi,2,0,218,Light Rain,Medium,13.9,0,0,19.2
12951,Mumbai Rajdhani Express,Delhi Junction,Mumbai Central,6,1,983,Clear,Medium,16.7,0,0,43.1
12903,Golden Temple Mail,Kanpur Central,Vijayawada Jn,1,0,1026,Clear,Medium,12.3,0,0,29.8
12009,Shatabdi Express,Lucknow NR,New Delhi,5,1,2118,Heavy Rain,Medium,14.2,0,0,69.9
12951,Mumbai Rajdhani Express,Ajmer Jn,Bhopal Jn,1,0,697,Storm,Medium,6.8,0,1,78.1
12951,Mumbai Rajdhani Express,Chennai Central,Mughal Sarai,5,1,2112,Clear,Medium,26.2,0,0,44.0
12259,Sealdah Duronto Express,Mumbai Central,New Delhi,2,0,1700,Light Rain,Medium,38.9,0,0,41.2
22439,Vande Bharat Express,Mumbai Central,Patna Jn,0,0,494,Light Rain,Low,43.6,1,0,76.3
12009,Shatabdi Express,Surat,Chennai Central,6,1,1213,Clear,Medium,17.5,0,1,68.2
22439,Vande Bharat Express,Vijayawada Jn,Mughal Sarai,3,0,904,Heavy Rain,Medium,37.7,0,0,67.6
12471,Swaraj Express,Mughal Sarai,Surat,4,0,1308,Clear,Low,8.1,0,0,21.1
22439,Vande Bharat Express,Mughal Sarai,Vadodara Jn,4,0,699,Clear,Low,22.1,0,0,15.4
12259,Sealdah Duronto Express,Kota Jn,Patna Jn,6,1,396,Clear,High,14.7,1,0,60.8
12009,Shatabdi Express,Surat,Vijayawada Jn,3,0,484,Fog,Low,22.9,0,1,62.8
12259,Sealdah Duronto Express,Mumbai Central,Delhi Junction,3,0,1946,Light Rain,Low,38.6,0,0,56.6
12723,Telangana Express,Lucknow NR,Vadodara Jn,5,1,227,Heavy Rain,Low,19.6,0,0,25.0
12626,Kerala Express,Lucknow NR,Howrah Jn,3,0,1458,Clear,Low,26.0,1,0,56.1
12259,Sealdah Duronto Express,New Delhi,Nagpur Jn,0,0,1432,Clear,Low,23.6,0,0,29.5
12841,Coromandel Express,Ajmer Jn,Howrah Jn,1,0,734,Clear,Low,11.5,1,0,64.6
12009,Shatabdi Express,Vijayawada Jn,Chennai Central,3,0,1192,Fog,Medium,7.9,0,0,55.5
12259,Sealdah Duronto Express,Vadodara Jn,Bhopal Jn,1,0,1313,Heavy Rain,Low,8.5,0,0,41.5
12723,Telangana Express,Ajmer Jn,Howrah Jn,0,0,1875,Clear,Medium,17.4,0,0,32.3
12009,Shatabdi Express,Kota Jn,Lucknow NR,0,0,1062,Clear,High,44.0,0,1,85.8
12259,Sealdah Duronto Express,Delhi Junction,Ajmer Jn,4,0,655,Heavy Rain,Medium,36.9,1,0,75.3
12723,Telangana Express,Mughal Sarai,Kanpur Central,6,1,1396,Fog,Low,3.2,0,0,49.5
12903,Golden Temple Mail,Chennai Central,Mumbai Central,0,0,788,Heavy Rain,High,9.1,0,0,76.5
12951,Mumbai Rajdhani Express,Mumbai Central,Surat,6,1,791,Storm,Medium,11.0,0,0,73.5
12903,Golden Temple Mail,Vadodara Jn,Kanpur Central,0,0,1740,Storm,Medium,21.5,0,0,84.1
12903,Golden Temple Mail,Ajmer Jn,Kanpur Central,3,0,1561,Heavy Rain,Low,8.6,0,0,41.1
12903,Golden Temple Mail,Mumbai Central,New Delhi,0,0,855,Clear,Low,10.7,0,0,10.1
12471,Swaraj Express,Ajmer Jn,Mughal Sarai,6,1,1251,Heavy Rain,Medium,25.6,0,0,73.0
12259,Sealdah Duronto Express,Lucknow NR,Vijayawada Jn,0,0,825,Heavy Rain,Medium,26.5,0,0,49.8
12841,Coromandel Express,Vijayawada Jn,Nagpur Jn,0,0,953,Clear,High,42.8,0,0,59.7
12471,Swaraj Express,Bhopal Jn,Surat,3,0,178,Storm,High,6.9,0,0,59.2
12009,Shatabdi Express,Mumbai Central,Delhi Junction,5,1,1638,Heavy Rain,High,16.8,0,0,60.4
12009,Shatabdi Express,Surat,Vijayawada Jn,4,0,767,Light Rain,High,17.2,0,0,32.0
12009,Shatabdi Express,Kota Jn,Kanpur Central,6,1,305,Clear,Low,42.9,0,0,25.6
12301,Howrah Rajdhani Express,Ajmer Jn,Mughal Sarai,1,0,1906,Clear,Low,0.0,0,0,18.2
12903,Golden Temple Mail,Ajmer Jn,Delhi Junction,2,0,680,Heavy Rain,Medium,19.6,0,0,53.7
12903,Golden Temple Mail,Ajmer Jn,Lucknow NR,1,0,746,Clear,Medium,33.2,0,0,35.1
22439,Vande Bharat Express,Kota Jn,Patna Jn,6,1,226,Light Rain,Medium,24.2,1,0,87.9
12626,Kerala Express,Delhi Junction,Kota Jn,4,0,1875,Light Rain,Medium,11.6,0,0,37.7
12301,Howrah Rajdhani Express,Mumbai Central,Delhi Junction,1,0,2186,Storm,Low,18.5,0,0,60.7
22439,Vande Bharat Express,Kanpur Central,Howrah Jn,6,1,990,Clear,High,30.1,0,0,43.9
22439,Vande Bharat Express,Howrah Jn,Kanpur Central,2,0,2049,Clear,Medium,20.2,1,1,114.8
12259,Sealdah Duronto Express,Kanpur Central,Ajmer Jn,3,0,1203,Heavy Rain,Low,30.4,0,0,50.6
12009,Shatabdi Express,Lucknow NR,Ajmer Jn,6,1,1731,Light Rain,Medium,8.8,1,0,89.3
12259,Sealdah Duronto Express,Kota Jn,Delhi Junction,5,1,1703,Clear,Medium,0.0,0,0,38.9
22439,Vande Bharat Express,Delhi Junction,Nagpur Jn,0,0,2025,Light Rain,Low,18.4,0,0,44.2
12903,Golden Temple Mail,Mughal Sarai,Lucknow NR,0,0,2193,Clear,Medium,17.0,1,1,85.5
12903,Golden Temple Mail,Mughal Sarai,Howrah Jn,4,0,2078,Light Rain,Low,34.4,0,0,43.3
12723,Telangana Express,Kota Jn,Mughal Sarai,6,1,1732,Clear,Low,0.0,0,0,14.2
22439,Vande Bharat Express,Lucknow NR,Bhopal Jn,4,0,252,Fog,High,17.3,0,0,68.0
12471,Swaraj Express,Kanpur Central,Howrah Jn,0,0,813,Clear,Low,3.8,0,0,16.2
12951,Mumbai Rajdhani Express,Delhi Junction,Chennai Central,4,0,538,Clear,Low,6.6,1,0,63.9
12841,Coromandel Express,Mughal Sarai,Delhi Junction,2,0,2116,Clear,Low,20.1,0,0,32.0
12841,Coromandel Express,Delhi Junction,Mumbai Central,0,0,2112,Storm,Low,9.5,0,0,63.4
12951,Mumbai Rajdhani Express,Nagpur Jn,Vijayawada Jn,1,0,1239,Clear,Medium,23.4,0,0,43.1
12009,Shatabdi Express,Vijayawada Jn,Vadodara Jn,3,0,563,Fog,Low,6.0,0,0,50.3
12626,Kerala Express,Kanpur Central,Patna Jn,4,0,2079,Clear,Medium,17.0,0,0,40.6
12009,Shatabdi Express,Delhi Junction,Howrah Jn,1,0,889,Clear,Low,22.0,0,0,10.5
12626,Kerala Express,Patna Jn,Mumbai Central,3,0,260,Heavy Rain,Low,28.7,0,0,39.4
12951,Mumbai Rajdhani Express,Surat,Kanpur Central,5,1,1929,Clear,Medium,16.9,0,0,32.1
12471,Swaraj Express,Ajmer Jn,Bhopal Jn,2,0,962,Clear,High,36.8,1,0,91.9
12841,Coromandel Express,Lucknow NR,Vadodara Jn,4,0,996,Clear,Medium,13.6,0,0,19.4
12903,Golden Temple Mail,Lucknow NR,Patna Jn,3,0,1410,Fog,Low,17.8,0,0,60.1
12951,Mumbai Rajdhani Express,Bhopal Jn,Patna Jn,2,0,331,Light Rain,Low,21.6,0,0,27.3
12723,Telangana Express,New Delhi,Kota Jn,0,0,1433,Light Rain,Low,5.4,0,0,17.6
12009,Shatabdi Express,Nagpur Jn,Vijayawada Jn,1,0,1088,Clear,Low,11.0,0,0,30.6
12009,Shatabdi Express,Mughal Sarai,Delhi Junction,6,1,891,Heavy Rain,Low,20.4,1,0,100.0
12301,Howrah Rajdhani Express,Chennai Central,Bhopal Jn,0,0,441,Fog,Low,16.7,0,0,60.1
12259,Sealdah Duronto Express,Surat,New Delhi,5,1,246,Storm,Low,41.7,0,0,57.9
12903,Golden Temple Mail,New Delhi,Kota Jn,4,0,1775,Light Rain,Medium,23.4,0,1,64.9
12301,Howrah Rajdhani Express,Kanpur Central,Howrah Jn,4,0,1600,Heavy Rain,Medium,26.8,0,0,59.4
12951,Mumbai Rajdhani Express,Mughal Sarai,Nagpur Jn,5,1,882,Clear,Low,0.0,0,0,18.0
12626,Kerala Express,Vijayawada Jn,Howrah Jn,2,0,709,Clear,Medium,12.8,0,0,16.6
12626,Kerala Express,Mughal Sarai,Nagpur Jn,3,0,1941,Light Rain,Low,21.0,0,0,43.8
22439,Vande Bharat Express,Kota Jn,Mughal Sarai,3,0,347,Clear,Low,3.2,0,0,3.3
12841,Coromandel Express,Chennai Central,Kota Jn,3,0,2012,Fog,Medium,23.3,0,0,79.5
12301,Howrah Rajdhani Express,Chennai Central,Delhi Junction,3,0,1815,Clear,Low,1.8,0,0,25.3
12626,Kerala Express,Vadodara Jn,Bhopal Jn,4,0,1629,Clear,Low,17.1,0,0,24.6
12951,Mumbai Rajdhani Express,Mughal Sarai,Vadodara Jn,0,0,1595,Light Rain,Medium,18.1,0,0,45.9
12471,Swaraj Express,Mumbai Central,Bhopal Jn,4,0,1896,Clear,Low,31.2,0,0,33.5
12626,Kerala Express,Vijayawada Jn,Mughal Sarai,3,0,1978,Light Rain,Medium,41.4,1,0,86.5
12903,Golden Temple Mail,Nagpur Jn,Vadodara Jn,0,0,1294,Clear,Low,7.3,0,0,17.8
12723,Telangana Express,New Delhi,Mughal Sarai,6,1,2003,Storm,Low,0.0,0,0,48.5
12471,Swaraj Express,Kota Jn,Patna Jn,6,1,1089,Light Rain,Low,8.8,0,0,22.7
12951,Mumbai Rajdhani Express,New Delhi,Vadodara Jn,1,0,1544,Clear,Medium,47.8,0,0,50.9
12626,Kerala Express,Kanpur Central,Lucknow NR,6,1,1478,Fog,Medium,26.9,0,0,84.3
12259,Sealdah Duronto Express,Delhi Junction,Mumbai Central,4,0,420,Clear,Low,28.9,1,0,40.0
12723,Telangana Express,Kanpur Central,Vijayawada Jn,0,0,719,Clear,Medium,27.0,1,0,87.1
12841,Coromandel Express,New Delhi,Lucknow NR,0,0,437,Fog,Low,18.9,0,0,35.9
22439,Vande Bharat Express,Bhopal Jn,Kanpur Central,5,1,1969,Fog,Low,26.0,0,0,58.8
12259,Sealdah Duronto Express,Vadodara Jn,Surat,1,0,264,Clear,Low,22.5,0,0,6.8
12471,Swaraj Express,Lucknow NR,Vijayawada Jn,3,0,461,Clear,Low,12.6,0,0,7.8
12009,Shatabdi Express,Patna Jn,Vadodara Jn,2,0,1896,Clear,Low,27.4,0,0,32.3
12841,Coromandel Express,Howrah Jn,Nagpur Jn,6,1,1879,Clear,Medium,19.8,0,0,47.1
12626,Kerala Express,Vijayawada Jn,Bhopal Jn,3,0,2175,Light Rain,Low,28.4,0,0,47.5
12903,Golden Temple Mail,Ajmer Jn,Surat,6,1,421,Clear,Medium,34.7,0,0,35.0
12009,Shatabdi Express,Chennai Central,Patna Jn,2,0,1101,Storm,Medium,24.2,0,0,55.8
12626,Kerala Express,Patna Jn,Ajmer Jn,1,0,1541,Storm,Low,22.2,1,1,121.6
12471,Swaraj Express,Patna Jn,Delhi Junction,1,0,671,Clear,High,25.6,0,0,52.3
12841,Coromandel Express,Bhopal Jn,New Delhi,4,0,1537,Light Rain,Medium,16.8,0,1,76.0
12841,Coromandel Express,Ajmer Jn,Chennai Central,1,0,1347,Light Rain,Low,15.5,0,0,44.5
12471,Swaraj Express,Chennai Central,Vadodara Jn,1,0,831,Clear,High,22.4,0,0,36.3
22439,Vande Bharat Express,Delhi Junction,Kota Jn,0,0,886,Clear,Medium,11.1,1,0,85.7
12841,Coromandel Express,Vadodara Jn,Delhi Junction,6,1,332,Heavy Rain,Low,23.8,0,0,43.8
12626,Kerala Express,Patna Jn,New Delhi,2,0,2077,Light Rain,Low,21.2,0,0,47.8
12259,Sealdah Duronto Express,Mughal Sarai,Vijayawada Jn,3,0,977,Clear,Low,0.0,0,0,5.4
12471,Swaraj Express,Vadodara Jn,Vijayawada Jn,2,0,402,Heavy Rain,Low,17.8,0,0,34.7
22439,Vande Bharat Express,Surat,New Delhi,2,0,597,Light Rain,Low,18.9,1,0,76.7
12301,Howrah Rajdhani Express,Howrah Jn,Vadodara Jn,1,0,2164,Fog,Medium,34.9,0,0,96.7
12259,Sealdah Duronto Express,Chennai Central,Mughal Sarai,5,1,1513,Light Rain,Medium,33.7,0,0,53.1
12626,Kerala Express,Vadodara Jn,Nagpur Jn,1,0,993,Fog,Low,2.5,0,1,91.1
12259,Sealdah Duronto Express,Mumbai Central,New Delhi,5,1,354,Clear,High,26.8,0,0,40.2
22439,Vande Bharat Express,Kota Jn,Vijayawada Jn,4,0,1923,Clear,Low,43.1,0,1,67.8
12471,Swaraj Express,Delhi Junction,Lucknow NR,4,0,1013,Light Rain,Medium,8.4,1,0,97.9
12951,Mumbai Rajdhani Express,Lucknow NR,Mughal Sarai,5,1,874,Fog,Low,25.8,0,0,29.4
22439,Vande Bharat Express,Chennai Central,Kanpur Central,2,0,1677,Clear,Medium,11.7,0,0,46.4
12259,Sealdah Duronto Express,Ajmer Jn,Delhi Junction,2,0,861,Clear,Low,34.5,0,0,22.7
12951,Mumbai Rajdhani Express,Nagpur Jn,Kota Jn,6,1,1310,Fog,High,5.3,0,0,90.4
12903,Golden Temple Mail,New Delhi,Bhopal Jn,5,1,1959,Clear,High,30.2,0,0,60.8
12626,Kerala Express,Delhi Junction,New Delhi,4,0,1095,Clear,Low,44.7,0,1,52.5
12841,Coromandel Express,Kota Jn,Vadodara Jn,3,0,1954,Clear,High,6.8,0,0,56.2
12626,Kerala Express,Delhi Junction,Kota Jn,0,0,263,Fog,High,29.3,1,0,128.1
12626,Kerala Express,Mughal Sarai,New Delhi,5,1,916,Heavy Rain,Low,33.2,0,0,49.9
12259,Sealdah Duronto Express,Vijayawada Jn,Patna Jn,4,0,694,Light Rain,High,30.5,0,0,46.2
12471,Swaraj Express,Ajmer Jn,Patna Jn,5,1,2144,Clear,Medium,14.8,0,0,47.2
12259,Sealdah Duronto Express,Kota Jn,Lucknow NR,1,0,537,Fog,Medium,25.1,0,0,70.4
12903,Golden Temple Mail,Kota Jn,Bhopal Jn,1,0,996,Clear,Medium,15.9,0,0,35.3
12471,Swaraj Express,Chennai Central,Kota Jn,2,0,2040,Light Rain,Medium,14.4,1,0,68.5
12259,Sealdah Duronto Express,Delhi Junction,Ajmer Jn,5,1,1568,Light Rain,Low,13.1,0,0,31.0
22439,Vande Bharat Express,Vadodara Jn,Ajmer Jn,0,0,815,Fog,High,13.1,0,0,81.3
12903,Golden Temple Mail,Patna Jn,Vadodara Jn,4,0,1852,Clear,Medium,0.0,0,0,30.4
12259,Sealdah Duronto Express,Kota Jn,Ajmer Jn,1,0,664,Clear,Low,14.3,1,0,50.6
12301,Howrah Rajdhani Express,Surat,Mumbai Central,1,0,1108,Clear,Medium,36.7,0,1,57.4
12723,Telangana Express,Kota Jn,Lucknow NR,4,0,594,Heavy Rain,Medium,20.9,0,0,63.8
22439,Vande Bharat Express,Mumbai Central,New Delhi,1,0,290,Heavy Rain,High,12.5,0,0,64.9
12723,Telangana Express,Surat,Vijayawada Jn,4,0,210,Storm,High,14.6,0,1,72.6
12841,Coromandel Express,Ajmer Jn,Vadodara Jn,0,0,1722,Light Rain,Low,0.0,0,0,34.5
12841,Coromandel Express,Patna Jn,Mumbai Central,6,1,1734,Fog,High,12.5,0,0,89.0
12951,Mumbai Rajdhani Express,New Delhi,Mughal Sarai,0,0,457,Clear,Medium,22.3,0,0,29.2
12471,Swaraj Express,Kanpur Central,Chennai Central,4,0,2048,Clear,Low,8.7,0,0,35.9
22439,Vande Bharat Express,Kanpur Central,Delhi Junction,6,1,513,Storm,High,7.9,0,0,68.3
12626,Kerala Express,Bhopal Jn,Patna Jn,5,1,875,Heavy Rain,Low,23.4,1,0,100.5
12723,Telangana Express,Ajmer Jn,Vadodara Jn,5,1,1614,Clear,Medium,2.1,0,0,34.5
12626,Kerala Express,Lucknow NR,Bhopal Jn,5,1,1111,Clear,Low,2.3,0,0,11.5
